卫视频道,#genre#
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639
香港卫视,https://stream1.freetv.fun/c751876ae5ceaa0d82b5cf2badc152342aa92a4b45bf504d12ee45966b2fc644.ctv
香港卫视,rtmp://zhibo.hkstv.tv/livestream/mutfysrq
香港卫视,https://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8
香港卫视,https://stream1.freetv.fun/5335c88a9a7d8b74173b491f480d4f94e8d3bd596af54478106aa2399e6c7917.ctv
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639
香港卫视,https://stream1.freetv.fun/c751876ae5ceaa0d82b5cf2badc152342aa92a4b45bf504d12ee45966b2fc644.ctv
新疆卫视,http://219.154.185.68:4022/rtp/225.1.4.47:1076
新疆卫视,http://42.227.88.121:4022/rtp/225.1.4.47:1076
新疆卫视,https://slstplay.xjtvs.com.cn/xjtv1/xjtv1stream.m3u8?auth_key=1745017202-0-0-4b8a5039bd16a34906cde657d8a00882&aliyun_uuid=3bee873d-555b-4fb0-844f-a19c9b25e51d
新疆卫视,http://219.154.185.68:4022/rtp/225.1.4.47:1076
新疆卫视,http://42.227.88.121:4022/rtp/225.1.4.47:1076
新疆卫视,https://slstplay.xjtvs.com.cn/xjtv1/xjtv1stream.m3u8?auth_key=1745017202-0-0-4b8a5039bd16a34906cde657d8a00882&aliyun_uuid=3bee873d-555b-4fb0-844f-a19c9b25e51d
云南卫视,http://39.164.180.36:19901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0
云南卫视,http://111.227.196.164:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://39.164.180.36:19901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0
云南卫视,http://111.227.196.164:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://219.154.185.68:4022/rtp/225.1.4.84:1113
浙江卫视,http://42.227.88.121:4022/rtp/225.1.4.84:1113
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?
浙江卫视,http://zwebl02.cztv.com/live/channel011080P.m3u8?auth_key=2524708799-0-0-9a1229d8b9d311024ebea08c3fb1d63f
浙江卫视,http://219.154.185.68:4022/rtp/225.1.4.84:1113
浙江卫视,http://42.227.88.121:4022/rtp/225.1.4.84:1113
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?
浙江卫视,http://zwebl02.cztv.com/live/channel011080P.m3u8?auth_key=2524708799-0-0-9a1229d8b9d311024ebea08c3fb1d63f
浙江卫视,https://zwebl02.cztv.com/live/channel011080P.m3u8?auth_key=1745600422-cbmu6wdprgbb300e4szxu2y5i07lcf0u-0-834c43efee1bab14c5612bdae335edf1
安多卫视HD,http://stream.qhbtv.com/adws/sd/live.m3u8
安徽卫视HD,http://219.154.185.68:4022/rtp/225.1.4.87:1116
安徽卫视HD,http://42.227.88.121:4022/rtp/225.1.4.87:1116
北京卫视HD,http://219.154.185.68:4022/rtp/225.1.4.81:1110
北京卫视HD,http://42.227.88.121:4022/rtp/225.1.4.81:1110
北京卫视4k,http://qtest-play.btime.cn/live/btv_sn_20170706_s41_20m.m3u8
兵团卫视HD,http://219.154.185.68:4022/rtp/225.1.4.97:1126
兵团卫视HD,http://42.227.88.121:4022/rtp/225.1.4.97:1126
河南卫视HD,http://219.154.185.68:4022/rtp/225.1.4.98:1127
河南卫视HD,http://42.227.88.121:4022/rtp/225.1.4.98:1127
河南卫视HD,http://1.94.31.214/php/hntv.php?id=hnws
河南卫视HD,http://nctv.top/IDOEPpiryt/hntv.php?id=hnws
河南卫视HD,http://tvcdn.stream3.hndt.com/tv/65c4a6d5017e1000b2b6ea2500000000_transios/playlist.m3u8?wsSecret=905c9fb0b09477374d0795fb0c9781eb&wsTime=1745614808&wsSession=70fb1ed2cf263ab7a82970ad-174560040877312&wsIPSercert=965199407363e75c3ccb566d6f002965&wsiphost=local&wsBindIP=1

🈳无结果频道,#genre#
重庆卫视,url
大湾区卫视,url
东南卫视,url
广东卫视,url
贵州卫视,url
海峡卫视,url
吉林卫视,url
江西卫视,url
康巴卫视,url
辽宁卫视,url
旅游卫视,url
南方卫视,url
内蒙古蒙语卫视,url
农林卫视,url
山西卫视,url
陕西卫视,url
四川卫视,url
星空卫视,url
延边卫视,url
重庆卫视HD,url
大湾区卫视HD,url

🕘️更新时间,#genre#
2025-04-26 01:53:46,http://stream.qhbtv.com/adws/sd/live.m3u8
